transactie_id;datum;tijd;klant_id;postcode;gender;leeftijd;email;categorie;aantal_items;bedrag_excl_korting;korting;bedrag_totaal;betaalmethode;medewerker_id
TX002388;2026-01-13;13:16:37;K00557;;;;;Dames;6;321,19;0;321,19;Contant;MW002
TX000688;2026-01-13;13:58:41;K00430;;;;;Schoenen;1;101,11;0;101,11;Pin;MW002
TX001602;2026-01-13;14:36:50;K00115;5121;V;39;k00115@example.com;Heren;3;263,68;0;263,68;Pin;MW002
TX001406;2026-01-13;14:56:45;K00511;;;;;Schoenen;2;167,07;0;167,07;Creditcard;MW001
TX001854;2026-01-13;15:18:14;K00754;4001;M;32;k00754@example.com;Schoenen;5;336,89;0;336,89;Pin;MW004
TX001363;2026-01-13;15:31:44;K00669;5042;V;35;k00669@example.com;Dames;3;150,07;0;150,07;Pin;MW002
TX001312;2026-01-13;16:12:35;K00382;5038;V;41;k00382@example.com;Dames;4;394,74;73,15;321,59;Pin;MW003
TX002019;2026-01-13;16:30:58;K00370;;;;;Dames;2;101,71;0;101,71;Contant;MW003
TX001742;2026-01-13;16:47:06;K00154;;;;;Schoenen;4;385,63;22,13;363,5;Pin;MW004
TX001041;2026-01-13;16:57:54;K00260;4001;V;19;k00260@example.com;Heren;4;413,64;0;413,64;Pin;MW003
TX002195;2026-01-13;17:11:41;K00341;;;;;Dames;6;610,15;0;610,15;Pin;MW001
TX000814;2026-01-13;17:54:00;K00192;;;;;Dames;1;65,61;0;65,61;Pin;MW001
TX002132;2026-01-13;18:15:06;K00446;5046;V;43;k00446@example.com;Heren;4;246,87;0;246,87;Creditcard;MW001
TX000428;2026-01-13;19:00:53;K00769;;;;;Accessoires;2;145,75;0;145,75;Pin;MW002
TX000022;2026-01-13;19:43:51;K00799;;;;;Heren;1;65,88;0;65,88;Pin;MW003
TX000518;2026-01-14;10:02:06;K00285;4001;V;21;k00285@example.com;Schoenen;2;121,74;0;121,74;Contant;MW001
TX002402;2026-01-14;10:02:21;K00620;;;;;Dames;2;137,89;0;137,89;Creditcard;MW003
TX001464;2026-01-14;10:07:27;K00750;4001;M;50;k00750@example.com;Heren;1;72,3;0;72,3;Pin;MW004
TX001979;2026-01-14;10:10:25;K00071;5038;M;48;k00071@example.com;Accessoires;2;135,26;0;135,26;Pin;MW001
TX001847;2026-01-14;10:32:51;K00483;;;;;Schoenen;5;689,1;0;689,1;Contant;MW002
TX001666;2026-01-14;10:39:25;K00283;;;;;Heren;2;80,35;14,45;65,9;Pin;MW002
TX001339;2026-01-14;11:17:33;K00414;4001;V;27;k00414@example.com;Dames;2;156,03;0;156,03;Pin;MW002
TX001154;2026-01-14;11:33:55;K00302;;;;;Dames;3;298,65;0;298,65;Pin;MW004
TX002291;2026-01-14;11:52:24;K00201;;;;;Dames;2;80,42;0;80,42;Contant;MW004
TX000326;2026-01-14;12:05:55;K00579;5038;M;47;k00579@example.com;Dames;4;454,97;0;454,97;Pin;MW004
TX001701;2026-01-14;13:28:57;K00042;5038;V;28;k00042@example.com;Dames;4;449,07;0;449,07;Contant;MW001
TX001086;2026-01-14;13:33:04;K00111;4001;V;36;k00111@example.com;Accessoires;2;147,43;0;147,43;Creditcard;MW002
TX001998;2026-01-14;13:59:24;K00068;5038;V;22;k00068@example.com;Heren;3;211,71;0;211,71;Pin;MW004
TX001632;2026-01-14;14:13:37;K00333;4001;V;24;k00333@example.com;Heren;3;141,19;0;141,19;Contant;MW002
TX001285;2026-01-14;14:21:31;K00756;;;;;Heren;1;74,17;0;74,17;Pin;MW003
TX001112;2026-01-14;14:42:22;K00129;;;;;Schoenen;3;318,75;27,37;291,38;Pin;MW001
TX000137;2026-01-14;14:48:27;K00339;;;;;Dames;2;123,6;0;123,6;Pin;MW004
TX001111;2026-01-14;14:54:33;K00443;5017;M;44;k00443@example.com;Heren;2;134,87;20,72;114,15;Pin;MW004
TX001581;2026-01-14;15:47:41;K00654;;;;;Accessoires;2;114,3;0;114,3;Pin;MW003
TX000985;2026-01-14;15:51:09;K00263;;;;;Schoenen;1;116,78;0;116,78;Creditcard;MW004
TX000101;2026-01-14;16:09:45;K00033;;;;;Accessoires;2;74,94;0;74,94;Pin;MW001
TX001740;2026-01-14;16:22:18;K00644;;;;;Accessoires;3;202,17;0;202,17;Contant;MW001
TX001015;2026-01-14;17:19:46;K00273;;;;;Heren;2;203,09;0;203,09;Contant;MW002
TX001375;2026-01-14;17:30:35;K00779;;;;;Heren;3;133,85;0;133,85;Pin;MW001
TX000650;2026-01-14;17:31:05;K00031;5038;V;25;k00031@example.com;Dames;3;350,34;0;350,34;Pin;MW004
TX001652;2026-01-14;17:38:20;K00679;;;;;Schoenen;2;207,88;0;207,88;Pin;MW003
TX001188;2026-01-14;17:43:18;K00761;4001;V;29;k00761@example.com;Sale;2;60,31;0;60,31;Pin;MW003
TX002311;2026-01-14;17:45:59;K00506;;;;;Accessoires;3;234,52;46,73;187,79;Pin;MW002
TX000174;2026-01-14;18:21:20;K00384;4001;M;38;k00384@example.com;Heren;3;329,23;0;329,23;Contant;MW004
TX000780;2026-01-14;18:42:29;K00778;;;;;Dames;2;239,32;0;239,32;Pin;MW004
TX000356;2026-01-15;10:15:23;K00225;5121;V;34;k00225@example.com;Heren;2;118,46;0;118,46;Contant;MW003
TX002083;2026-01-15;10:23:40;K00250;5038;V;26;k00250@example.com;Schoenen;2;267,59;0;267,59;Pin;MW003
TX001417;2026-01-15;10:27:27;K00135;;;;;Accessoires;1;41,11;0;41,11;Creditcard;MW003
TX002421;2026-01-15;10:41:47;K00433;5046;V;33;k00433@example.com;Heren;1;88,41;11,66;76,75;Creditcard;MW002
TX001875;2026-01-15;10:47:13;K00743;4001;V;29;k00743@example.com;Dames;3;193,6;0;193,6;Pin;MW002
TX001753;2026-01-15;10:54:54;K00110;;;;;Heren;3;225,75;0;225,75;Pin;MW002
TX000262;2026-01-15;11:01:34;K00434;5025;M;65;k00434@example.com;Dames;1;58,99;0;58,99;Pin;MW003
TX001593;2026-01-15;11:21:46;K00777;5017;V;70;k00777@example.com;Dames;1;107,73;0;107,73;Pin;MW003
TX001105;2026-01-15;11:28:01;K00280;;;;;Sale;2;49,49;0;49,49;Pin;MW001
TX000908;2026-01-15;11:56:42;K00782;5038;V;26;k00782@example.com;Accessoires;3;82,86;0;82,86;Contant;MW002
TX000106;2026-01-15;12:24:40;K00700;4001;M;32;k00700@example.com;Dames;2;134,48;17,49;116,99;Pin;MW004
TX002150;2026-01-15;12:55:18;K00084;;;;;Dames;3;238,68;0;238,68;Pin;MW001
TX000168;2026-01-15;13:38:27;K00707;4001;V;35;k00707@example.com;Accessoires;2;72,44;4,15;68,29;Pin;MW001
TX000773;2026-01-15;14:29:41;K00208;5017;V;38;k00208@example.com;Accessoires;2;58,3;0;58,3;Pin;MW004
TX000705;2026-01-15;14:37:07;K00279;;;;;Accessoires;3;225,54;0;225,54;Contant;MW003
TX001410;2026-01-15;14:49:05;K00168;;;;;Sale;5;113,5;0;113,5;Pin;MW002
TX000330;2026-01-15;15:10:43;K00107;;;;;Dames;2;122,04;14,53;107,51;Pin;MW001
TX002319;2026-01-15;15:13:57;K00509;;;;;Schoenen;3;362,73;0;362,73;Pin;MW001
TX000451;2026-01-15;16:00:04;K00419;;;;;Accessoires;3;83,35;0;83,35;Pin;MW004
TX000104;2026-01-15;16:16:59;K00402;4001;V;32;k00402@example.com;Accessoires;2;149,44;0;149,44;Pin;MW001
TX001538;2026-01-15;16:58:22;K00597;5262;M;19;k00597@example.com;Accessoires;1;16,96;0;16,96;Pin;MW004
TX002378;2026-01-15;17:33:03;K00192;5042;V;71;k00192@example.com;Schoenen;1;142,96;0;142,96;Pin;MW002
TX001785;2026-01-15;17:38:39;K00120;5121;M;36;k00120@example.com;Dames;3;327,15;0;327,15;Pin;MW004
TX002473;2026-01-15;18:29:47;K00736;4818;M;56;k00736@example.com;Dames;3;355,06;0;355,06;Pin;MW003
TX001863;2026-01-15;19:27:31;K00680;;;;;Sale;4;178,41;0;178,41;Pin;MW001
TX000159;2026-01-15;19:34:57;K00707;5038;M;22;k00707@example.com;Schoenen;3;406,79;0;406,79;Pin;MW002
TX002456;2026-01-15;19:47:03;K00341;5042;V;35;k00341@example.com;Accessoires;1;68,1;0;68,1;Contant;MW001
TX002241;2026-01-16;10:01:59;K00772;5014;V;27;k00772@example.com;Sale;2;89,01;0;89,01;Pin;MW001
TX000414;2026-01-16;10:11:22;K00159;;;;;Dames;4;285,84;55,5;230,34;Pin;MW002
TX001146;2026-01-16;10:15:31;K00757;5014;M;19;k00757@example.com;Accessoires;3;120,08;0;120,08;Pin;MW003
TX001614;2026-01-16;10:22:55;K00090;4001;V;33;k00090@example.com;Dames;1;107,52;0;107,52;Pin;MW004
TX000036;2026-01-16;10:24:58;K00183;5262;V;34;k00183@example.com;Schoenen;4;345,69;21,75;323,94;Pin;MW002
TX000080;2026-01-16;10:37:46;K00605;;;;;Heren;1;101,15;0;101,15;Contant;MW002
TX001698;2026-01-16;11:29:52;K00088;;;;;Accessoires;4;104,11;0;104,11;Creditcard;MW004
TX002314;2026-01-16;11:53:38;K00497;;;;;Dames;2;214,9;0;214,9;Pin;MW002
TX000314;2026-01-16;12:26:02;K00341;4001;V;41;k00341@example.com;Heren;2;137,35;0;137,35;Pin;MW001
TX002190;2026-01-16;13:10:30;K00768;5017;V;50;k00768@example.com;Heren;1;103,2;0;103,2;Creditcard;MW004
TX002325;2026-01-16;13:19:59;K00657;5014;M;69;k00657@example.com;Dames;5;461,77;0;461,77;Pin;MW004
TX000762;2026-01-16;13:26:46;K00729;;;;;Schoenen;4;370,04;0;370,04;Pin;MW002
TX001248;2026-01-16;14:03:59;K00486;4001;V;52;k00486@example.com;Dames;3;343,02;0;343,02;Pin;MW002
TX002407;2026-01-16;14:08:20;K00046;;;;;Dames;1;118,28;0;118,28;Pin;MW004
TX002079;2026-01-16;14:11:16;K00114;;;;;Heren;3;252,54;0;252,54;Pin;MW002
TX001309;2026-01-16;14:52:03;K00445;4001;M;30;k00445@example.com;Dames;3;323,7;0;323,7;Pin;MW002
TX000491;2026-01-16;14:53:21;K00158;;;;;Dames;4;330,6;0;330,6;Pin;MW002
TX002187;2026-01-16;15:02:35;K00340;5025;V;34;k00340@example.com;Accessoires;6;225,56;0;225,56;Pin;MW004
TX000296;2026-01-16;15:03:14;K00781;4001;V;22;k00781@example.com;Dames;5;230,97;0;230,97;Pin;MW003
TX002183;2026-01-16;15:31:06;K00077;;;;;Heren;4;265,27;0;265,27;Pin;MW002
TX001365;2026-01-16;15:58:45;K00495;;;;;Dames;2;164,15;26,14;138,01;Creditcard;MW003
TX001832;2026-01-16;16:17:56;K00375;;;;;Heren;1;52,47;0;52,47;Creditcard;MW003
TX000283;2026-01-16;16:18:53;K00645;;;;;Dames;3;293,21;0;293,21;Pin;MW003
TX000160;2026-01-16;17:15:48;K00319;;;;;Dames;2;143,5;0;143,5;Creditcard;MW004
TX002105;2026-01-16;17:36:08;K00765;4001;M;21;k00765@example.com;Heren;2;170,37;0;170,37;Creditcard;MW004
TX001072;2026-01-16;17:42:35;K00341;;;;;Dames;1;40,86;0;40,86;Contant;MW001
TX000255;2026-01-16;17:52:58;K00765;5262;M;39;k00765@example.com;Heren;3;206,08;0;206,08;Pin;MW002
TX000162;2026-01-16;17:56:23;K00748;5038;V;34;k00748@example.com;Dames;4;212,46;0;212,46;Creditcard;MW001
TX000183;2026-01-16;17:58:07;K00284;4001;M;25;k00284@example.com;Dames;3;219,61;39,54;180,07;Creditcard;MW003
TX001773;2026-01-16;18:32:47;K00203;4001;M;48;k00203@example.com;Heren;3;166,6;0;166,6;Pin;MW003
TX000447;2026-01-16;18:34:25;K00507;5038;M;21;k00507@example.com;Accessoires;1;26,14;2,33;23,81;Creditcard;MW002
TX000968;2026-01-16;18:51:19;K00751;5017;M;33;k00751@example.com;Dames;4;432,68;0;432,68;Contant;MW004
TX001024;2026-01-16;19:16:56;K00471;;;;;Accessoires;4;77,48;0;77,48;Pin;MW002
TX000114;2026-01-16;19:52:20;K00319;5038;V;42;k00319@example.com;Dames;2;198,05;0;198,05;Creditcard;MW003
TX001203;2026-01-16;19:58:45;K00681;;;;;Schoenen;2;269,12;0;269,12;Pin;MW002
TX000205;2026-01-17;10:12:35;K00098;;;;;Dames;2;177,44;0;177,44;Pin;MW002
TX001193;2026-01-17;10:17:40;K00319;5014;V;32;k00319@example.com;Dames;6;561,52;33,19;528,33;Pin;MW002
TX002117;2026-01-17;12:02:29;K00583;5025;M;49;k00583@example.com;Dames;3;115,48;0;115,48;Contant;MW003
TX001585;2026-01-17;12:25:25;K00266;5038;V;30;k00266@example.com;Accessoires;4;173,72;0;173,72;Creditcard;MW001
TX000395;2026-01-17;12:57:14;K00355;5042;V;26;k00355@example.com;Dames;2;146,34;0;146,34;Contant;MW003
TX000809;2026-01-17;13:22:32;K00044;;;;;Dames;2;113,29;0;113,29;Creditcard;MW003
TX000197;2026-01-17;14:11:08;K00682;4001;V;25;k00682@example.com;Heren;5;513,85;0;513,85;Pin;MW002
TX000401;2026-01-17;14:32:27;K00793;4818;V;27;k00793@example.com;Dames;3;189,92;0;189,92;Pin;MW004
TX001069;2026-01-17;14:36:31;K00734;5038;M;19;k00734@example.com;Accessoires;3;185,79;0;185,79;Pin;MW002
TX000899;2026-01-17;15:15:32;K00549;4001;V;37;k00549@example.com;Heren;1;68,21;0;68,21;Contant;MW001
TX002424;2026-01-17;15:16:03;K00097;5042;V;36;k00097@example.com;Schoenen;4;514,59;0;514,59;Pin;MW004
TX002015;2026-01-17;15:36:03;K00745;4001;M;26;k00745@example.com;Heren;2;86,79;0;86,79;Contant;MW002
TX001870;2026-01-17;15:49:29;K00145;5014;V;33;k00145@example.com;Dames;2;177,23;0;177,23;Creditcard;MW001
TX002440;2026-01-17;15:49:53;K00404;4001;V;31;k00404@example.com;Schoenen;1;108,86;0;108,86;Pin;MW003
TX000031;2026-01-17;16:52:19;K00566;5046;M;35;k00566@example.com;Dames;2;111,48;0;111,48;Creditcard;MW002
TX000910;2026-01-17;17:27:30;K00158;;;;;Schoenen;4;562,66;0;562,66;Pin;MW003
TX001262;2026-01-17;17:44:42;K00120;5017;V;26;k00120@example.com;Dames;2;183,02;0;183,02;Creditcard;MW002
TX001297;2026-01-17;17:58:48;K00304;4001;M;35;k00304@example.com;Accessoires;1;61,65;0;61,65;Pin;MW004
TX001767;2026-01-17;18:34:15;K00633;5014;M;33;k00633@example.com;Accessoires;3;221,59;0;221,59;Pin;MW003
TX002040;2026-01-17;18:35:08;K00796;;;;;Dames;3;255,21;0;255,21;Pin;MW002
TX000044;2026-01-17;18:47:20;K00234;;;;;Dames;5;485,27;0;485,27;Contant;MW003
TX001123;2026-01-18;10:36:17;K00335;5014;V;37;k00335@example.com;Accessoires;2;146,66;0;146,66;Pin;MW003
TX000555;2026-01-18;10:55:50;K00412;;;;;Dames;3;252,83;0;252,83;Pin;MW001
TX002256;2026-01-18;11:04:30;K00656;;;;;Schoenen;1;135,2;0;135,2;Creditcard;MW003
TX001331;2026-01-18;11:51:45;K00689;5038;V;25;k00689@example.com;Heren;2;151,84;0;151,84;Pin;MW003
TX001353;2026-01-18;12:23:18;K00494;;;;;Accessoires;2;135,62;0;135,62;Pin;MW004
TX001885;2026-01-18;12:45:59;K00132;4001;V;19;k00132@example.com;Heren;4;423,73;0;423,73;Contant;MW004
TX001484;2026-01-18;13:07:17;K00678;4001;M;39;k00678@example.com;Schoenen;2;188,51;0;188,51;Pin;MW002
TX000990;2026-01-18;13:37:46;K00153;;;;;Dames;3;359,34;0;359,34;Contant;MW003
TX002223;2026-01-18;14:01:50;K00075;;;;;Dames;3;163,08;0;163,08;Creditcard;MW002
TX000397;2026-01-18;14:12:36;K00096;;;;;Heren;3;249,62;29,41;220,21;Pin;MW004
TX000950;2026-01-18;14:18:14;K00200;4818;M;36;k00200@example.com;Dames;3;268,91;0;268,91;Creditcard;MW004
TX001878;2026-01-18;14:36:29;K00545;4001;V;59;k00545@example.com;Dames;2;89,43;0;89,43;Pin;MW002
TX001869;2026-01-18;14:41:57;K00285;;;;;Accessoires;2;74,24;0;74,24;Pin;MW003
TX001039;2026-01-18;14:53:44;K00506;4001;M;57;k00506@example.com;Sale;4;71,06;9,46;61,6;Contant;MW002
TX001306;2026-01-18;15:11:39;K00277;4001;V;35;k00277@example.com;Heren;2;127,15;0;127,15;Creditcard;MW002
TX001532;2026-01-18;16:01:07;K00037;;;;;Heren;3;203,85;0;203,85;Creditcard;MW002
TX000683;2026-01-18;16:31:22;K00551;;;;;Accessoires;2;77,87;0;77,87;Pin;MW004
TX000845;2026-01-18;16:56:27;K00410;;;;;Schoenen;6;645,22;0;645,22;Pin;MW001
TX000315;2026-01-18;17:25:23;K00303;5042;V;19;k00303@example.com;Dames;4;186,17;0;186,17;Pin;MW004
TX000145;2026-01-18;19:44:19;K00539;;;;;Heren;2;148,77;0;148,77;Pin;MW003
TX002027;2026-01-18;19:48:11;K00260;;;;;Heren;3;231,59;0;231,59;Pin;MW002
TX000612;2026-01-19;10:13:41;K00622;4001;M;32;k00622@example.com;Accessoires;2;31,39;0;31,39;Pin;MW004
TX001092;2026-01-19;10:28:33;K00237;4001;V;43;k00237@example.com;Heren;1;48,74;0;48,74;Pin;MW001
TX000227;2026-01-19;10:28:36;K00442;5038;V;52;k00442@example.com;Accessoires;2;84,1;9,55;74,55;Pin;MW003
TX000454;2026-01-19;10:40:43;K00625;5038;V;50;k00625@example.com;Dames;4;178,91;0;178,91;Pin;MW001
TX000560;2026-01-19;10:47:43;K00646;;;;;Dames;2;194,84;0;194,84;Pin;MW004
TX000616;2026-01-19;11:05:49;K00509;;;;;Heren;3;187,38;0;187,38;Pin;MW003
TX001170;2026-01-19;11:14:11;K00483;;;;;Schoenen;2;203,23;0;203,23;Pin;MW003
TX001399;2026-01-19;11:33:39;K00050;;;;;Dames;2;132,71;0;132,71;Contant;MW001
TX000792;2026-01-19;11:51:03;K00670;;;;;Heren;3;254,23;0;254,23;Pin;MW002
TX001508;2026-01-19;12:05:24;K00674;;;;;Heren;2;150,23;0;150,23;Contant;MW001
TX000862;2026-01-19;12:11:38;K00560;5025;V;30;k00560@example.com;Heren;2;136,89;27,26;109,63;Pin;MW003
TX002382;2026-01-19;12:12:38;K00012;;;;;Accessoires;3;104,89;0;104,89;Pin;MW004
TX001792;2026-01-19;12:16:33;K00560;5046;M;47;k00560@example.com;Accessoires;1;69,42;0;69,42;Pin;MW003
TX000400;2026-01-19;12:35:12;K00581;4001;M;37;k00581@example.com;Dames;2;116,04;0;116,04;Pin;MW002
TX001738;2026-01-19;12:36:10;K00395;;;;;Dames;3;320,73;0;320,73;Contant;MW004
TX001338;2026-01-19;12:56:07;K00645;;;;;Heren;3;287,91;0;287,91;Creditcard;MW001
TX001677;2026-01-19;13:06:01;K00756;;;;;Dames;2;216,32;0;216,32;Pin;MW003
TX002246;2026-01-19;13:15:41;K00753;5038;V;39;k00753@example.com;Heren;2;187,46;0;187,46;Pin;MW003
TX000116;2026-01-19;13:23:31;K00707;;;;;Heren;2;150,77;0;150,77;Pin;MW002
TX001382;2026-01-19;13:29:55;K00425;;;;;Dames;5;442,75;0;442,75;Pin;MW004
TX001284;2026-01-19;13:34:25;K00640;;;;;Dames;2;112,99;0;112,99;Contant;MW003
TX000187;2026-01-19;13:53:24;K00266;;;;;Sale;2;66,52;0;66,52;Pin;MW002
TX000712;2026-01-19;14:11:28;K00562;4001;M;34;k00562@example.com;Accessoires;4;60,7;0;60,7;Creditcard;MW001
TX000800;2026-01-19;14:20:42;K00137;4001;V;23;k00137@example.com;Heren;3;259,45;0;259,45;Pin;MW001
TX002050;2026-01-19;14:49:40;K00312;;;;;Accessoires;3;198,87;0;198,87;Pin;MW001
TX002122;2026-01-19;14:50:26;K00385;;;;;Dames;3;196,45;0;196,45;Pin;MW004
TX000775;2026-01-19;15:00:31;K00720;4818;V;21;k00720@example.com;Dames;1;74,81;0;74,81;Pin;MW002
TX000751;2026-01-19;15:10:22;K00638;;;;;Dames;2;107,11;0;107,11;Pin;MW001
TX001975;2026-01-19;15:57:54;K00225;5038;V;26;k00225@example.com;Dames;3;127,57;0;127,57;Creditcard;MW004
TX000294;2026-01-19;16:52:00;K00141;;;;;Heren;3;222,56;0;222,56;Pin;MW002
TX002118;2026-01-19;19:33:45;K00738;4001;M;38;k00738@example.com;Dames;3;304,85;0;304,85;Contant;MW003
TX001682;2026-01-20;10:00:52;K00663;;;;;Heren;3;213,32;0;213,32;Creditcard;MW004
TX001177;2026-01-20;10:11:32;K00296;;;;;Dames;2;120,33;0;120,33;Creditcard;MW002
TX002489;2026-01-20;10:40:12;K00098;4001;M;44;k00098@example.com;Sale;1;42,73;0;42,73;Contant;MW003
TX002219;2026-01-20;10:58:10;K00336;5042;M;25;k00336@example.com;Dames;2;90,4;11,69;78,71;Pin;MW002
TX002451;2026-01-20;12:21:48;K00259;4001;V;43;k00259@example.com;Dames;4;459,77;0;459,77;Pin;MW002
TX000789;2026-01-20;12:25:00;K00569;5042;V;42;k00569@example.com;Accessoires;2;34,07;0;34,07;Creditcard;MW001
TX001589;2026-01-20;12:53:27;K00685;5014;V;25;k00685@example.com;Dames;1;51,65;0;51,65;Pin;MW001
TX001115;2026-01-20;13:09:39;K00670;;;;;Dames;3;292;0;292;Contant;MW004
TX001913;2026-01-20;13:12:00;K00098;;;;;Schoenen;2;145,35;0;145,35;Pin;MW001
TX002094;2026-01-20;13:34:37;K00278;4001;V;66;k00278@example.com;Schoenen;4;324,26;0;324,26;Creditcard;MW004
TX001799;2026-01-20;13:37:49;K00625;;;;;Dames;1;84,59;12,18;72,41;Pin;MW004
TX002003;2026-01-20;14:05:10;K00305;;;;;Accessoires;1;71,05;0;71,05;Creditcard;MW003
TX000655;2026-01-20;14:30:49;K00364;5042;V;53;k00364@example.com;Dames;3;316,06;0;316,06;Pin;MW001
TX001655;2026-01-20;14:57:59;K00400;;;;;Dames;3;110,29;0;110,29;Creditcard;MW002
TX002179;2026-01-20;15:25:00;K00251;5042;M;43;k00251@example.com;Heren;3;226,53;0;226,53;Pin;MW004
TX000271;2026-01-20;15:57:56;K00098;4001;V;48;k00098@example.com;Heren;1;95,04;0;95,04;Pin;MW004
TX001007;2026-01-20;16:17:21;K00073;4001;M;52;k00073@example.com;Dames;1;71,09;0;71,09;Contant;MW001
TX001036;2026-01-20;17:38:22;K00445;;;;;Dames;2;86,14;16,3;69,84;Pin;MW001
TX000907;2026-01-20;19:18:39;K00274;5017;M;28;k00274@example.com;Dames;1;84,05;0;84,05;Pin;MW003
TX001759;2026-01-20;19:43:46;K00716;;;;;Sale;4;182,4;0;182,4;Creditcard;MW002
TX001423;2026-01-21;10:02:33;K00169;;;;;Heren;3;273,64;0;273,64;Pin;MW001
TX002127;2026-01-21;10:10:30;K00007;4001;V;42;k00007@example.com;Dames;1;56,37;0;56,37;Pin;MW003
TX000001;2026-01-21;10:13:45;K00603;4001;V;48;k00603@example.com;Heren;2;215,79;0;215,79;Creditcard;MW003
TX000474;2026-01-21;10:18:29;K00147;;;;;Dames;6;381,36;0;381,36;Pin;MW002
TX000274;2026-01-21;10:29:50;K00038;;;;;Heren;2;141,75;0;141,75;Pin;MW001
TX001558;2026-01-21;10:34:49;K00090;4001;V;19;k00090@example.com;Dames;2;89,98;0;89,98;Contant;MW003
TX000847;2026-01-21;10:41:04;K00754;5014;V;34;k00754@example.com;Dames;3;199,82;0;199,82;Pin;MW002
TX001802;2026-01-21;10:52:45;K00761;5014;M;29;k00761@example.com;Heren;2;115,49;0;115,49;Pin;MW001
TX001046;2026-01-21;11:08:51;K00148;;;;;Accessoires;1;69,56;0;69,56;Contant;MW004
TX000231;2026-01-21;12:16:27;K00373;;;;;Dames;1;45,81;0;45,81;Pin;MW003
TX002254;2026-01-21;12:21:37;K00752;5038;V;29;k00752@example.com;Accessoires;3;224,02;0;224,02;Pin;MW004
TX000715;2026-01-21;12:49:17;K00393;;;;;Accessoires;2;80,82;0;80,82;Creditcard;MW004
TX000523;2026-01-21;12:52:19;K00782;5038;V;30;k00782@example.com;Dames;2;167,24;0;167,24;Creditcard;MW004
TX001985;2026-01-21;13:35:39;K00477;;;;;Dames;4;217,63;0;217,63;Pin;MW003
TX000492;2026-01-21;13:57:24;K00315;4001;M;46;k00315@example.com;Dames;3;355,04;0;355,04;Pin;MW004
TX000490;2026-01-21;14:04:08;K00447;;;;;Accessoires;3;114,25;0;114,25;Pin;MW003
TX000020;2026-01-21;14:42:37;K00236;;;;;Sale;2;51,06;0;51,06;Pin;MW001
TX001710;2026-01-21;14:47:08;K00797;;;;;Accessoires;3;85,09;0;85,09;Creditcard;MW003
TX002280;2026-01-21;14:54:32;K00765;5042;M;48;k00765@example.com;Sale;2;91,5;0;91,5;Pin;MW002
TX001931;2026-01-21;14:54:39;K00119;;;;;Heren;1;95,35;0;95,35;Pin;MW002
TX002329;2026-01-21;15:52:37;K00478;;;;;Schoenen;5;451,59;0;451,59;Pin;MW001
TX002350;2026-01-21;16:29:01;K00754;5038;V;27;k00754@example.com;Dames;6;550,44;0;550,44;Pin;MW004
TX000085;2026-01-21;16:49:38;K00373;5038;M;40;k00373@example.com;Dames;1;47,99;0;47,99;Pin;MW002
TX001719;2026-01-21;16:53:16;K00121;4001;V;45;k00121@example.com;Dames;2;166,96;0;166,96;Contant;MW001
TX002438;2026-01-21;17:08:42;K00191;;;;;Schoenen;2;137,95;0;137,95;Pin;MW002
TX002474;2026-01-21;18:59:36;K00051;;;;;Dames;2;85,97;0;85,97;Contant;MW001
TX001330;2026-01-21;19:12:22;K00101;4001;V;30;k00101@example.com;Dames;4;316,39;54,53;261,86;Contant;MW002
TX000074;2026-01-21;19:34:28;K00628;;;;;Heren;3;229,96;0;229,96;Creditcard;MW002
TX002305;2026-01-21;19:40:56;K00144;;;;;Dames;1;91,82;0;91,82;Pin;MW004
TX000387;2026-01-22;10:01:45;K00683;;;;;Dames;3;291,84;0;291,84;Creditcard;MW004
TX002271;2026-01-22;10:19:14;K00495;5025;V;47;k00495@example.com;Heren;3;210,01;0;210,01;Contant;MW004
TX001124;2026-01-22;10:36:43;K00670;;;;;Accessoires;3;140,13;0;140,13;Pin;MW002
TX000764;2026-01-22;10:42:56;K00360;;;;;Schoenen;3;425,76;0;425,76;Contant;MW001
TX001150;2026-01-22;11:20:48;K00334;;;;;Dames;4;261,17;0;261,17;Pin;MW002
TX001559;2026-01-22;12:06:46;K00781;5046;M;42;k00781@example.com;Sale;5;109,34;0;109,34;Contant;MW001
TX000107;2026-01-22;12:35:11;K00297;;;;;Dames;2;126,69;0;126,69;Creditcard;MW001
TX001577;2026-01-22;12:42:35;K00532;5017;M;43;k00532@example.com;Dames;4;428,17;0;428,17;Creditcard;MW003
TX000142;2026-01-22;12:59:17;K00349;5262;V;33;k00349@example.com;Accessoires;3;62,44;0;62,44;Creditcard;MW002
TX000396;2026-01-22;13:08:38;K00511;;;;;Heren;4;323,22;0;323,22;Creditcard;MW001
TX001844;2026-01-22;13:09:18;K00487;;;;;Dames;2;123,58;0;123,58;Pin;MW002
TX000934;2026-01-22;13:36:56;K00263;4001;V;33;k00263@example.com;Schoenen;3;308,54;0;308,54;Creditcard;MW001
TX001091;2026-01-22;13:52:29;K00144;;;;;Dames;6;430,22;0;430,22;Creditcard;MW003
TX000453;2026-01-22;14:10:35;K00655;5121;M;46;k00655@example.com;Schoenen;1;94,7;0;94,7;Pin;MW001
TX001244;2026-01-22;14:11:22;K00188;4001;V;23;k00188@example.com;Accessoires;3;231,42;0;231,42;Pin;MW004
TX000452;2026-01-22;14:19:14;K00165;4001;V;28;k00165@example.com;Accessoires;5;187,94;0;187,94;Pin;MW003
